,loss,accuracy,mean_absolute_error,Pearson,KendallTau
489,"0,2566","0,8343","0,1107","0,3209","0,4274"
490,"0,2566","0,8344","0,1107","0,3207","0,4274"
491,"0,2567","0,8343","0,1107","0,3208","0,4274"
492,"0,2566","0,8342","0,1107","0,3209","0,4276"
493,"0,2566","0,8343","0,1108","0,321","0,4275"
494,"0,2565","0,834","0,1107","0,3211","0,4276"
495,"0,2565","0,834","0,1107","0,321","0,4276"
496,"0,2563","0,8345","0,1106","0,3206","0,4278"
497,"0,2568","0,8346","0,1109","0,3224","0,4277"
498,"0,2564","0,8349","0,1108","0,3219","0,4278"
499,"0,2563","0,8348","0,1108","0,3218","0,4279"
500,"0,2561","0,8353","0,1107","0,3214","0,4279"
501,"0,2561","0,8345","0,1106","0,3212","0,4279"
502,"0,2562","0,8346","0,1107","0,3213","0,4279"
503,"0,2562","0,8347","0,1108","0,3219","0,4278"
504,"0,2559","0,8351","0,1107","0,3217","0,428"
505,"0,2563","0,8347","0,1108","0,3218","0,4279"
506,"0,2557","0,8351","0,1106","0,3217","0,4282"
507,"0,2556","0,835","0,1105","0,3214","0,4282"
508,"0,2557","0,8349","0,1105","0,3216","0,4282"
509,"0,2559","0,8347","0,1107","0,3218","0,4281"
510,"0,2554","0,835","0,1105","0,3215","0,4283"
511,"0,2556","0,8349","0,1106","0,3217","0,4282"
512,"0,2557","0,8349","0,1106","0,3217","0,4282"
513,"0,2556","0,8348","0,1106","0,3214","0,4282"
514,"0,2559","0,8342","0,1107","0,3216","0,428"
515,"0,2553","0,8353","0,1105","0,3217","0,4283"
516,"0,2556","0,8346","0,1105","0,3215","0,4283"
517,"0,2557","0,8347","0,1107","0,3218","0,4281"
518,"0,2554","0,8346","0,1105","0,3217","0,4282"
519,"0,2553","0,8349","0,1105","0,3215","0,4283"
520,"0,2552","0,8353","0,1105","0,3217","0,4284"
521,"0,2558","0,8346","0,1108","0,3226","0,4282"
522,"0,2554","0,8349","0,1106","0,322","0,4283"
523,"0,2554","0,8349","0,1106","0,3218","0,4284"
524,"0,2549","0,8355","0,1105","0,322","0,4286"
525,"0,2553","0,8349","0,1106","0,3223","0,4284"
526,"0,2552","0,8353","0,1106","0,3223","0,4284"
527,"0,2551","0,8348","0,1105","0,3222","0,4285"
528,"0,255","0,8348","0,1105","0,3223","0,4285"
529,"0,2552","0,8349","0,1106","0,3221","0,4283"
530,"0,2548","0,835","0,1104","0,3218","0,4286"
531,"0,2548","0,8348","0,1105","0,3219","0,4286"
532,"0,2552","0,8344","0,1108","0,3236","0,4285"
533,"0,2546","0,8351","0,1105","0,3225","0,429"
534,"0,2547","0,8352","0,1105","0,3233","0,4288"
535,"0,2545","0,8351","0,1105","0,3235","0,429"
536,"0,254","0,8355","0,1103","0,3229","0,429"
537,"0,2536","0,8358","0,1102","0,3227","0,4292"
538,"0,2544","0,8352","0,1105","0,3233","0,4289"
539,"0,2544","0,8349","0,1105","0,3229","0,4288"
540,"0,254","0,8348","0,1104","0,3233","0,4292"
541,"0,2538","0,8352","0,1103","0,3232","0,4291"
542,"0,2539","0,835","0,1103","0,3228","0,429"
543,"0,2542","0,8345","0,1105","0,3232","0,4288"
544,"0,2539","0,8352","0,1103","0,3226","0,4291"
545,"0,2539","0,8352","0,1104","0,3229","0,4291"
546,"0,2537","0,8351","0,1102","0,3225","0,4293"
547,"0,2537","0,8356","0,1103","0,3228","0,4292"
548,"0,2535","0,8353","0,1102","0,3227","0,4293"
549,"0,2535","0,8352","0,1103","0,3229","0,4292"
550,"0,2533","0,8354","0,1102","0,3226","0,4294"
551,"0,2531","0,8352","0,11","0,3225","0,4295"
552,"0,2531","0,8354","0,1101","0,3229","0,4294"
553,"0,2535","0,8356","0,1103","0,3227","0,4294"
554,"0,2529","0,8355","0,11","0,3226","0,4295"
555,"0,253","0,8354","0,1101","0,3228","0,4295"
556,"0,2532","0,8355","0,1102","0,3235","0,4297"
557,"0,2533","0,8359","0,1104","0,3244","0,4299"
558,"0,2528","0,8358","0,11","0,3231","0,4299"
559,"0,2528","0,8355","0,1103","0,3247","0,4297"
560,"0,2527","0,8355","0,1101","0,3234","0,4296"
561,"0,2527","0,8356","0,1101","0,3229","0,4296"
562,"0,2527","0,8355","0,1101","0,3228","0,4296"
563,"0,2526","0,8355","0,11","0,3226","0,4297"
564,"0,2527","0,8355","0,11","0,3229","0,4297"
565,"0,2524","0,8354","0,11","0,3233","0,4298"
566,"0,2526","0,8351","0,11","0,3231","0,4296"
567,"0,2523","0,8356","0,1099","0,3227","0,4298"
568,"0,2525","0,8354","0,11","0,3229","0,4297"
569,"0,2525","0,8354","0,11","0,3229","0,4296"
570,"0,2523","0,8357","0,1099","0,3227","0,4298"
571,"0,2523","0,8359","0,1099","0,3225","0,4298"
572,"0,2523","0,8353","0,11","0,3229","0,4299"
573,"0,2525","0,8359","0,1102","0,3237","0,4298"
574,"0,2524","0,8357","0,1101","0,3238","0,4298"
575,"0,2521","0,8357","0,1099","0,323","0,4299"
576,"0,2524","0,8354","0,11","0,3229","0,4297"
577,"0,252","0,8357","0,1098","0,3226","0,43"
578,"0,2519","0,8355","0,1098","0,3227","0,4301"
579,"0,252","0,8354","0,1098","0,3228","0,4301"
580,"0,2524","0,8354","0,1101","0,3234","0,43"
581,"0,2518","0,8357","0,1099","0,3233","0,4301"
582,"0,252","0,8356","0,11","0,3235","0,43"
583,"0,252","0,836","0,1101","0,324","0,4302"
584,"0,2523","0,8359","0,1105","0,3256","0,4302"
585,"0,2526","0,8356","0,1107","0,3258","0,4302"
586,"0,2518","0,8361","0,1102","0,3246","0,4304"
587,"0,252","0,8358","0,1102","0,3242","0,4302"
588,"0,2522","0,8355","0,1103","0,3244","0,43"
589,"0,252","0,8354","0,1101","0,3243","0,4301"
590,"0,2518","0,8356","0,1101","0,3245","0,4301"
591,"0,2517","0,8358","0,1101","0,3246","0,4302"
592,"0,2523","0,8356","0,1103","0,3244","0,4299"
593,"0,252","0,8358","0,1101","0,3244","0,43"
594,"0,252","0,8359","0,1102","0,3244","0,4302"
595,"0,2515","0,8363","0,1099","0,3239","0,4303"
596,"0,252","0,8354","0,1101","0,3242","0,4301"
597,"0,2519","0,8358","0,11","0,3238","0,4301"
598,"0,2519","0,8353","0,1101","0,3241","0,4301"
599,"0,2518","0,8355","0,1101","0,3243","0,4302"
600,"0,2521","0,8354","0,1102","0,3242","0,43"
601,"0,2517","0,8355","0,11","0,3238","0,4303"
602,"0,2519","0,8356","0,1101","0,3238","0,4302"
603,"0,2521","0,8351","0,1101","0,3244","0,4301"
604,"0,2516","0,8357","0,11","0,324","0,4304"
605,"0,2516","0,8361","0,1101","0,3249","0,4304"
606,"0,2516","0,8361","0,1103","0,3259","0,4305"
607,"0,2514","0,8362","0,1103","0,3267","0,4307"
608,"0,251","0,8363","0,1101","0,3256","0,4308"
609,"0,2518","0,8358","0,1106","0,3278","0,4304"
610,"0,2519","0,8354","0,1104","0,3254","0,4304"
611,"0,2515","0,8356","0,1102","0,3252","0,4306"
612,"0,2514","0,8358","0,1101","0,3253","0,4306"
613,"0,2516","0,8356","0,1101","0,3249","0,4305"
614,"0,252","0,8354","0,1103","0,325","0,4303"
615,"0,2516","0,8358","0,1101","0,3245","0,4305"
616,"0,2519","0,8356","0,1102","0,3249","0,4304"
617,"0,2516","0,8356","0,1101","0,3246","0,4305"
618,"0,2517","0,8357","0,1101","0,3247","0,4305"
619,"0,2514","0,8356","0,1101","0,3252","0,4306"
620,"0,2515","0,8355","0,1101","0,325","0,4306"
621,"0,2513","0,8358","0,11","0,3244","0,4307"
622,"0,2512","0,8357","0,1099","0,3246","0,4307"
623,"0,2512","0,8358","0,11","0,3254","0,4306"
624,"0,2516","0,8362","0,1102","0,325","0,4306"
625,"0,2511","0,836","0,1099","0,3249","0,4306"
626,"0,2514","0,8358","0,1101","0,325","0,4307"
627,"0,2515","0,8358","0,1102","0,3251","0,4307"
628,"0,2517","0,836","0,1104","0,3256","0,4306"
629,"0,2513","0,8362","0,1102","0,3257","0,4309"
630,"0,2511","0,8359","0,1101","0,3254","0,4309"
631,"0,2512","0,8358","0,1101","0,3253","0,4308"
632,"0,2512","0,8359","0,1103","0,3263","0,4309"
633,"0,2512","0,8361","0,1102","0,3257","0,4309"
634,"0,2511","0,8358","0,1101","0,3251","0,431"
635,"0,2512","0,8359","0,1101","0,3247","0,431"
636,"0,2509","0,8356","0,11","0,325","0,431"
637,"0,2512","0,8355","0,1101","0,325","0,4309"
638,"0,2509","0,8359","0,1099","0,3247","0,4311"
639,"0,2511","0,8358","0,11","0,3249","0,4309"
640,"0,2511","0,8356","0,1101","0,3251","0,4309"
641,"0,2508","0,8357","0,1099","0,3248","0,431"
642,"0,2509","0,8359","0,11","0,3248","0,431"
643,"0,2509","0,8354","0,11","0,325","0,431"
644,"0,2511","0,8356","0,1101","0,3253","0,431"
645,"0,251","0,8356","0,1101","0,3252","0,431"
646,"0,2508","0,8358","0,1099","0,3248","0,4311"
647,"0,2511","0,8356","0,1101","0,3251","0,431"
648,"0,2511","0,8359","0,1103","0,3271","0,4312"
649,"0,251","0,836","0,1109","0,3297","0,4319"
650,"0,2509","0,8359","0,1107","0,3288","0,4317"
651,"0,2513","0,8359","0,1112","0,3298","0,4317"
652,"0,2507","0,8361","0,1106","0,3276","0,4318"
653,"0,251","0,8359","0,1106","0,3273","0,4315"
654,"0,251","0,8358","0,1105","0,3267","0,4316"
655,"0,251","0,8359","0,1104","0,3264","0,4316"
656,"0,2514","0,8352","0,1106","0,3266","0,4314"
657,"0,2509","0,836","0,1103","0,3261","0,4316"
658,"0,251","0,8357","0,1103","0,3261","0,4316"
659,"0,2513","0,8357","0,1105","0,3265","0,4313"
660,"0,251","0,8356","0,1103","0,3263","0,4315"
661,"0,2509","0,8358","0,1103","0,326","0,4316"
662,"0,2507","0,8358","0,1102","0,3262","0,4316"
663,"0,2513","0,8354","0,1105","0,3266","0,4314"
664,"0,251","0,836","0,1103","0,3265","0,4316"
665,"0,251","0,8363","0,1104","0,3265","0,4317"
666,"0,2505","0,8364","0,1101","0,326","0,4318"
667,"0,251","0,8358","0,1104","0,3265","0,4317"
668,"0,2508","0,8362","0,1103","0,3265","0,4317"
669,"0,2509","0,8359","0,1103","0,3264","0,4317"
670,"0,2508","0,836","0,1103","0,3265","0,4318"
671,"0,2511","0,8361","0,1104","0,3263","0,4316"
672,"0,2507","0,8363","0,1102","0,326","0,4318"
673,"0,2509","0,8361","0,1103","0,3261","0,4317"
674,"0,2513","0,8358","0,1104","0,3265","0,4315"
675,"0,2506","0,8364","0,1102","0,3259","0,432"
676,"0,2507","0,8363","0,1104","0,3273","0,4318"
677,"0,2506","0,8363","0,1102","0,3264","0,4321"
678,"0,2503","0,8365","0,1102","0,3266","0,4319"
679,"0,25","0,8371","0,1101","0,3265","0,4322"
680,"0,2508","0,8366","0,1101","0,3257","0,4322"
681,"0,2509","0,8366","0,1105","0,3263","0,4322"
682,"0,2505","0,837","0,1104","0,3274","0,4323"
683,"0,2504","0,8363","0,1104","0,3281","0,4322"
684,"0,2506","0,8369","0,1105","0,3289","0,4324"
685,"0,2509","0,8371","0,1108","0,3291","0,4324"
686,"0,2505","0,8375","0,1104","0,3275","0,4324"
687,"0,2507","0,8372","0,1107","0,3293","0,4325"
688,"0,2507","0,8372","0,1108","0,3292","0,4324"
689,"0,2506","0,8373","0,1107","0,3282","0,4327"
690,"0,2504","0,8372","0,1105","0,3271","0,4326"
691,"0,2504","0,8368","0,1104","0,3269","0,4324"
692,"0,2502","0,8373","0,1103","0,3266","0,4325"
693,"0,2503","0,8374","0,1106","0,3291","0,4328"
694,"0,2503","0,8374","0,1108","0,3296","0,4331"
695,"0,2506","0,8377","0,1108","0,3285","0,4328"
696,"0,2501","0,8378","0,1105","0,3283","0,4326"
697,"0,2504","0,8374","0,1106","0,3282","0,4326"
698,"0,2504","0,8374","0,1106","0,3278","0,4326"
699,"0,2507","0,8371","0,1107","0,3279","0,4324"
700,"0,2503","0,8376","0,1105","0,3274","0,4326"
701,"0,2502","0,8374","0,1104","0,3274","0,4326"
702,"0,2503","0,8375","0,1105","0,3276","0,4324"
703,"0,2504","0,8378","0,1105","0,3274","0,4324"
704,"0,2504","0,8376","0,1105","0,3274","0,4324"
705,"0,2503","0,8375","0,1104","0,3272","0,4325"
706,"0,2504","0,8376","0,1105","0,3273","0,4324"
707,"0,2502","0,8373","0,1104","0,3274","0,4325"
708,"0,2504","0,8372","0,1105","0,3274","0,4324"
709,"0,2501","0,8377","0,1103","0,327","0,4325"
710,"0,2503","0,8375","0,1104","0,3273","0,4324"
711,"0,2504","0,8374","0,1105","0,3274","0,4323"
712,"0,2501","0,8378","0,1103","0,3272","0,4324"
713,"0,2502","0,8378","0,1104","0,3271","0,4325"
714,"0,2502","0,8372","0,1104","0,3271","0,4325"
715,"0,2504","0,8373","0,1105","0,3272","0,4324"
716,"0,2504","0,8373","0,1105","0,3274","0,4323"
717,"0,2501","0,8377","0,1103","0,327","0,4325"
718,"0,2504","0,8372","0,1105","0,3273","0,4324"
719,"0,25","0,8379","0,1103","0,3271","0,4326"
720,"0,2499","0,8374","0,1103","0,3271","0,4326"
721,"0,25","0,8376","0,1103","0,3272","0,4325"
722,"0,2504","0,8371","0,1105","0,3275","0,4324"
723,"0,2499","0,8376","0,1103","0,3274","0,4326"
724,"0,2502","0,8372","0,1107","0,3291","0,4324"
725,"0,2502","0,8373","0,1107","0,3291","0,4325"
726,"0,2503","0,8371","0,111","0,3313","0,4325"
727,"0,2506","0,8362","0,1109","0,3295","0,4323"
728,"0,2501","0,8371","0,1105","0,3283","0,4326"
729,"0,2503","0,8369","0,1105","0,3281","0,4326"
730,"0,2505","0,8371","0,1108","0,3292","0,4327"
731,"0,2502","0,837","0,1105","0,3281","0,4327"
732,"0,25","0,8374","0,1104","0,3275","0,4327"
733,"0,2498","0,8374","0,1103","0,3275","0,4327"
734,"0,2505","0,8373","0,1106","0,3278","0,4325"
735,"0,2502","0,8374","0,1105","0,3279","0,4326"
736,"0,2502","0,8374","0,1105","0,3276","0,4328"
737,"0,2498","0,8378","0,1104","0,3275","0,4329"
738,"0,2503","0,8368","0,1106","0,3279","0,4327"
739,"0,2501","0,8375","0,1105","0,3276","0,4327"
740,"0,2501","0,837","0,1105","0,328","0,4328"
741,"0,2506","0,8376","0,1112","0,3316","0,4333"
742,"0,2503","0,8386","0,1124","0,3362","0,4337"
743,"0,25","0,8397","0,1121","0,3353","0,4346"
744,"0,2501","0,8396","0,1118","0,3335","0,4344"
745,"0,2505","0,8383","0,1118","0,3343","0,434"
746,"0,2498","0,8392","0,1115","0,3339","0,4343"
747,"0,2501","0,8392","0,1117","0,3345","0,4344"
748,"0,2498","0,8406","0,1121","0,335","0,4352"
749,"0,2496","0,8403","0,1114","0,3325","0,4353"
750,"0,2492","0,8396","0,1112","0,3322","0,4347"
751,"0,2499","0,839","0,1114","0,3326","0,4345"
752,"0,25","0,8388","0,1114","0,3319","0,4343"
753,"0,2496","0,8388","0,1111","0,3317","0,4345"
754,"0,2496","0,8387","0,1112","0,3327","0,4343"
755,"0,2498","0,8382","0,1116","0,3344","0,4343"
756,"0,2501","0,8382","0,1116","0,3336","0,4341"
757,"0,2497","0,8389","0,1112","0,3321","0,4343"
758,"0,25","0,8384","0,1113","0,3321","0,4341"
759,"0,2497","0,8385","0,1112","0,332","0,4342"
760,"0,2497","0,8392","0,1111","0,3318","0,4345"
761,"0,2495","0,8396","0,111","0,3314","0,4348"
762,"0,2495","0,8401","0,111","0,3314","0,4349"
763,"0,2493","0,8398","0,1108","0,3306","0,4348"
764,"0,2492","0,8393","0,1107","0,3306","0,4347"
765,"0,2491","0,8407","0,111","0,3324","0,4354"
766,"0,2495","0,8438","0,112","0,3359","0,4373"
767,"0,2494","0,8438","0,1121","0,3357","0,4378"
768,"0,2491","0,8433","0,1122","0,336","0,4376"
769,"0,2488","0,8441","0,1118","0,3352","0,4385"
770,"0,2489","0,8453","0,1119","0,3356","0,4391"
771,"0,248","0,8484","0,1116","0,3357","0,443"
772,"0,2469","0,851","0,1116","0,3368","0,4466"
773,"0,2445","0,8543","0,1108","0,3375","0,4514"
774,"0,2405","0,8598","0,1089","0,334","0,4567"
775,"0,2366","0,8627","0,1074","0,3314","0,4597"
776,"0,2323","0,8672","0,1058","0,3322","0,4646"
777,"0,2264","0,8728","0,1027","0,328","0,4714"
778,"0,2192","0,8773","0,0994","0,3229","0,476"
779,"0,2114","0,8807","0,0968","0,3187","0,4795"
780,"0,2058","0,8851","0,0939","0,3139","0,4832"
781,"0,1996","0,8887","0,0913","0,3099","0,4864"
782,"0,1939","0,8902","0,0895","0,3088","0,4882"
783,"0,1879","0,8934","0,0875","0,3075","0,4903"
784,"0,183","0,8956","0,086","0,3065","0,4915"
785,"0,1778","0,8973","0,0843","0,3053","0,4921"
786,"0,1736","0,8991","0,0829","0,3031","0,4929"
787,"0,1698","0,9008","0,0812","0,2984","0,4936"
788,"0,1657","0,9028","0,0798","0,2951","0,4947"
789,"0,1632","0,9039","0,079","0,2943","0,4958"
790,"0,1602","0,9053","0,0782","0,294","0,4965"
791,"0,1563","0,9068","0,0774","0,2944","0,4973"
792,"0,1532","0,9083","0,0767","0,2946","0,4978"
793,"0,1505","0,9102","0,0758","0,2934","0,4985"
794,"0,1479","0,912","0,0748","0,2915","0,4991"
795,"0,1459","0,9124","0,074","0,2899","0,4994"
796,"0,1439","0,9139","0,0732","0,2875","0,5"
797,"0,1422","0,9144","0,0724","0,286","0,5006"
798,"0,1406","0,9145","0,072","0,286","0,5009"
799,"0,1384","0,9162","0,071","0,2849","0,5015"
800,"0,1374","0,9166","0,0708","0,2852","0,5017"
801,"0,1357","0,9171","0,0701","0,2833","0,5021"
802,"0,1342","0,918","0,0694","0,2816","0,5024"
803,"0,133","0,9186","0,0689","0,2803","0,5028"
804,"0,1323","0,9189","0,0686","0,2799","0,5027"
805,"0,1312","0,9193","0,0681","0,2789","0,5031"
806,"0,13","0,9201","0,0674","0,2766","0,5035"
807,"0,129","0,921","0,0669","0,2748","0,504"
808,"0,1279","0,9217","0,0664","0,2735","0,5042"
809,"0,1273","0,9217","0,0663","0,2739","0,5045"
810,"0,1261","0,9225","0,0657","0,2719","0,505"
811,"0,1251","0,9225","0,0651","0,2704","0,5053"
812,"0,1244","0,9231","0,0648","0,2689","0,5056"
813,"0,1237","0,9234","0,0644","0,2679","0,5058"
814,"0,1233","0,9237","0,0641","0,2667","0,5061"
815,"0,1222","0,9243","0,0636","0,2656","0,5068"
816,"0,1212","0,925","0,0629","0,2629","0,5075"
817,"0,1202","0,9261","0,0625","0,2618","0,5081"
818,"0,1195","0,9272","0,0619","0,2595","0,5087"
819,"0,1178","0,9288","0,061","0,2567","0,51"
820,"0,1159","0,9301","0,0603","0,2551","0,5109"
821,"0,1132","0,9317","0,0592","0,2522","0,512"
822,"0,1124","0,9318","0,0589","0,2513","0,5123"
823,"0,1109","0,9329","0,0584","0,2493","0,513"
824,"0,109","0,9333","0,0575","0,247","0,5139"
825,"0,1073","0,9345","0,0569","0,2457","0,5147"
826,"0,1059","0,9353","0,056","0,2426","0,5153"
827,"0,1039","0,9363","0,0552","0,2408","0,516"
828,"0,1024","0,9368","0,0545","0,2381","0,5162"
829,"0,1012","0,9373","0,054","0,2371","0,5166"
830,"0,1","0,9379","0,0533","0,2346","0,5172"
831,"0,0998","0,938","0,0532","0,2347","0,5168"
832,"0,0988","0,9384","0,0528","0,2342","0,5171"
833,"0,0982","0,9388","0,0524","0,2328","0,517"
834,"0,0974","0,9391","0,0519","0,2308","0,5172"
835,"0,0972","0,9391","0,0517","0,2302","0,5171"
836,"0,097","0,9394","0,0516","0,2297","0,517"
837,"0,0967","0,9394","0,0513","0,2283","0,517"
838,"0,0961","0,9396","0,051","0,2275","0,517"
839,"0,0957","0,9398","0,0507","0,226","0,5171"
840,"0,096","0,9395","0,0509","0,227","0,5168"
841,"0,0953","0,9397","0,0505","0,2251","0,517"
842,"0,0953","0,9398","0,0505","0,225","0,5169"
843,"0,0948","0,9402","0,0501","0,2242","0,517"
844,"0,0948","0,9401","0,0501","0,2243","0,5169"
845,"0,0948","0,9398","0,0501","0,2243","0,5167"
846,"0,0942","0,9404","0,0498","0,2236","0,517"
847,"0,0942","0,94","0,0497","0,2221","0,5169"
848,"0,094","0,9401","0,0496","0,2222","0,5168"
849,"0,0937","0,9401","0,0493","0,221","0,5169"
850,"0,0939","0,94","0,0493","0,2208","0,5166"
851,"0,0937","0,9401","0,0491","0,2195","0,5166"
852,"0,0934","0,9403","0,0489","0,2188","0,5167"
853,"0,0932","0,9403","0,0488","0,2184","0,5167"
854,"0,0932","0,9404","0,0484","0,2157","0,5166"
855,"0,093","0,9404","0,0485","0,2165","0,5165"
856,"0,093","0,9403","0,0483","0,2153","0,5164"
857,"0,0931","0,9402","0,0483","0,2151","0,5163"
858,"0,0932","0,9403","0,0482","0,215","0,5162"
859,"0,0928","0,9405","0,0481","0,2144","0,5164"
860,"0,0926","0,9404","0,0479","0,2128","0,5164"
861,"0,0928","0,9403","0,0479","0,2139","0,5162"
862,"0,0926","0,9403","0,0478","0,2131","0,5162"
863,"0,0927","0,9403","0,0478","0,2134","0,516"
864,"0,0924","0,9406","0,0475","0,2115","0,5162"
865,"0,0923","0,9406","0,0473","0,2107","0,5161"
866,"0,0921","0,9407","0,0471","0,2097","0,5162"
867,"0,0922","0,9407","0,0471","0,2094","0,5161"
868,"0,0922","0,9408","0,0471","0,2092","0,516"
869,"0,0922","0,9405","0,047","0,2091","0,516"
870,"0,0923","0,9405","0,047","0,2093","0,5158"
871,"0,0923","0,9406","0,0469","0,2085","0,5158"
872,"0,0919","0,9409","0,0468","0,2084","0,5159"
873,"0,0919","0,9409","0,0466","0,2073","0,5158"
874,"0,0918","0,9408","0,0466","0,207","0,5158"
875,"0,0919","0,9408","0,0467","0,2081","0,5158"
876,"0,0918","0,9408","0,0467","0,208","0,5159"
877,"0,0918","0,9408","0,0465","0,2069","0,5157"
878,"0,0915","0,9409","0,0462","0,2053","0,5159"
879,"0,0913","0,9411","0,0461","0,2047","0,5158"
880,"0,0917","0,9407","0,046","0,2043","0,5157"
881,"0,0914","0,9411","0,0459","0,2039","0,5158"
882,"0,0914","0,9409","0,0458","0,2037","0,5157"
883,"0,0915","0,9409","0,0459","0,2039","0,5156"
884,"0,0915","0,941","0,0459","0,2035","0,5156"
885,"0,0919","0,9407","0,0464","0,2057","0,5155"
886,"0,0916","0,9409","0,046","0,2036","0,5155"
887,"0,0914","0,941","0,0457","0,2024","0,5156"
888,"0,0913","0,9411","0,0456","0,2018","0,5155"
889,"0,0915","0,941","0,0455","0,2018","0,5154"
890,"0,0912","0,9411","0,0455","0,2021","0,5155"
891,"0,0917","0,9409","0,0458","0,204","0,5156"
892,"0,0919","0,9415","0,0473","0,2105","0,5163"
893,"0,0943","0,941","0,0491","0,2197","0,5162"
894,"0,093","0,9415","0,0487","0,2167","0,5163"
895,"0,0922","0,9413","0,0479","0,2144","0,5161"
896,"0,0917","0,9415","0,0475","0,2134","0,5162"
897,"0,0916","0,9417","0,0472","0,2116","0,5161"
898,"0,0915","0,9416","0,0469","0,21","0,516"
899,"0,0916","0,9413","0,0467","0,2087","0,5158"
900,"0,0914","0,9413","0,0465","0,2078","0,5158"
901,"0,0911","0,9417","0,0462","0,2065","0,5159"
902,"0,0915","0,9414","0,0462","0,2063","0,5156"
903,"0,0911","0,9416","0,046","0,2054","0,5157"
904,"0,0913","0,9415","0,046","0,2059","0,5155"
905,"0,0909","0,9417","0,0457","0,2039","0,5157"
906,"0,0912","0,9414","0,0457","0,204","0,5156"
907,"0,0913","0,9416","0,0457","0,2037","0,5154"
908,"0,0914","0,9414","0,0457","0,2032","0,5154"
909,"0,0911","0,9417","0,0454","0,2025","0,5154"
910,"0,0909","0,9419","0,0453","0,2015","0,5156"
911,"0,0913","0,9415","0,0455","0,2022","0,5153"
912,"0,0909","0,9417","0,0452","0,201","0,5156"
913,"0,091","0,9417","0,0452","0,2008","0,5154"
914,"0,0908","0,9418","0,045","0,2004","0,5156"
915,"0,0909","0,9418","0,0451","0,2008","0,5154"
916,"0,0913","0,9415","0,0454","0,2023","0,5152"
917,"0,0908","0,9418","0,045","0,2003","0,5155"
918,"0,0909","0,9416","0,0451","0,2","0,5154"
919,"0,0909","0,9416","0,0451","0,2002","0,5153"
920,"0,0908","0,9417","0,0449","0,2","0,5154"
921,"0,091","0,9415","0,045","0,1996","0,5153"
922,"0,091","0,9416","0,0449","0,1992","0,5153"
923,"0,0907","0,9417","0,0447","0,199","0,5154"
924,"0,0907","0,9418","0,0447","0,1985","0,5154"
925,"0,0906","0,9419","0,0447","0,1991","0,5154"
926,"0,0906","0,9418","0,0448","0,1997","0,5154"
927,"0,0907","0,9417","0,0448","0,1996","0,5154"
928,"0,0907","0,9416","0,0448","0,1995","0,5153"
929,"0,0908","0,9416","0,0447","0,1987","0,5152"
930,"0,0905","0,9417","0,0445","0,1975","0,5154"
931,"0,0905","0,9417","0,0444","0,1972","0,5154"
932,"0,0907","0,9415","0,0445","0,1974","0,5152"
933,"0,0906","0,9416","0,0444","0,1969","0,5153"
934,"0,0907","0,9415","0,0444","0,1973","0,5151"
935,"0,0904","0,9417","0,0443","0,1967","0,5154"
936,"0,0905","0,9415","0,0443","0,1975","0,5154"
937,"0,0904","0,9418","0,0451","0,2012","0,5157"
938,"0,0904","0,9418","0,045","0,2004","0,5156"
939,"0,0904","0,9419","0,0449","0,1993","0,5156"
940,"0,0905","0,9416","0,0446","0,1981","0,5154"
941,"0,0907","0,9416","0,0445","0,1978","0,5152"
942,"0,0905","0,9417","0,0444","0,1976","0,5153"
943,"0,0902","0,9417","0,0445","0,1995","0,5155"
944,"0,0903","0,9418","0,0443","0,197","0,5154"
945,"0,0904","0,9417","0,0444","0,1975","0,5154"
946,"0,0904","0,9416","0,0442","0,1966","0,5154"
947,"0,0904","0,9417","0,0442","0,1962","0,5153"
948,"0,0904","0,9417","0,0443","0,1974","0,5153"
949,"0,0902","0,9418","0,044","0,1953","0,5154"
950,"0,0901","0,942","0,0439","0,1948","0,5154"
951,"0,0903","0,9415","0,0439","0,1948","0,5153"
952,"0,09","0,942","0,0437","0,1937","0,5154"
953,"0,0901","0,9417","0,0437","0,1938","0,5153"
954,"0,0902","0,9416","0,0437","0,1939","0,5153"
955,"0,0902","0,9417","0,0437","0,1935","0,5152"
956,"0,0905","0,9414","0,0438","0,1939","0,515"
957,"0,0903","0,9415","0,0437","0,1933","0,5151"
958,"0,0901","0,9417","0,0435","0,1928","0,5153"
959,"0,0901","0,9418","0,0435","0,1925","0,5152"
960,"0,0902","0,9416","0,0435","0,1926","0,5151"
961,"0,09","0,9417","0,0434","0,1923","0,5153"
962,"0,0902","0,9416","0,0434","0,1926","0,5151"
963,"0,0895","0,9423","0,0431","0,1912","0,5155"
964,"0,0903","0,9416","0,0434","0,1924","0,5151"
965,"0,0903","0,9416","0,0434","0,1916","0,5151"
966,"0,0903","0,9415","0,0434","0,1919","0,5151"
967,"0,0902","0,9416","0,0433","0,1919","0,5151"
968,"0,0901","0,9418","0,0433","0,1914","0,5152"
969,"0,0902","0,9418","0,0433","0,1912","0,5151"
970,"0,0903","0,9416","0,0433","0,1914","0,515"
971,"0,0903","0,9417","0,0433","0,1912","0,5151"
972,"0,09","0,9419","0,0432","0,191","0,5153"
973,"0,0904","0,9416","0,0434","0,1921","0,515"
974,"0,09","0,9418","0,0432","0,191","0,5152"
975,"0,0902","0,9418","0,0432","0,1914","0,515"
976,"0,09","0,942","0,043","0,1903","0,5152"
977,"0,0902","0,9416","0,0431","0,1908","0,5151"
