,loss,accuracy,mean_absolute_error,Pearson,KendallTau
978,"0,0817","0,9389","0,0324","0,1602","0,5336"
979,"0,0815","0,9389","0,0322","0,1588","0,5338"
980,"0,0817","0,9387","0,0323","0,1588","0,5337"
981,"0,0813","0,9387","0,032","0,158","0,5339"
982,"0,0816","0,9386","0,0321","0,1582","0,5337"
983,"0,0811","0,9387","0,0319","0,1574","0,5339"
984,"0,0813","0,9386","0,0319","0,1574","0,5337"
985,"0,0813","0,9387","0,0319","0,1572","0,5338"
986,"0,0815","0,9386","0,032","0,1578","0,5337"
987,"0,0813","0,9386","0,0319","0,1572","0,5338"
988,"0,0814","0,9386","0,0319","0,1569","0,5337"
989,"0,0813","0,9387","0,0318","0,1567","0,5337"
990,"0,0814","0,9386","0,0318","0,1568","0,5337"
991,"0,0815","0,9385","0,0319","0,1572","0,5336"
992,"0,0814","0,9386","0,0318","0,157","0,5336"
993,"0,0813","0,9387","0,0318","0,1564","0,5337"
994,"0,0811","0,9386","0,0317","0,1566","0,5336"
995,"0,0813","0,9385","0,0317","0,1564","0,5337"
996,"0,0816","0,9385","0,0319","0,1571","0,5335"
997,"0,0813","0,9386","0,0318","0,1567","0,5337"
998,"0,0811","0,9387","0,0316","0,156","0,5338"
999,"0,0813","0,9388","0,0317","0,1563","0,5337"
